rooms_num_square,type_offer,price_period,views,likes,address,apartment_complex,floors,furniture,series,building_type_year,added_ago,condition,link
"3-комн. кв., 120 м2",от агента,86 764 сом/мес.,899,1,"Бишкек, Академия Наук, Уметалиева 98/Рыскулова",,5 этаж из 10,полностью меблирована,элитка,"кирпичный, 2018 г.",Добавлено 5 месяцев назад,евроремонт,https://www.house.kg/details/60356326514078a6c57c5-46774294
"3-комн. кв., 135 м2",от агента,86 764 сом/мес.,1121,2,"Бишкек, Филармония, Чынгыз Айтматова 91/Абдымомунова",,6 этаж из 12,полностью меблирована,элитка,"кирпичный, 2010 г.",Добавлено 5 месяцев назад,евроремонт,https://www.house.kg/details/735187165072f913d3d27-08825449
"1-комн. кв., 55 м2",от агента,3 000 сом/сутки,5030,21,"Бишкек, Тимирязева 97",,7 этаж из 10,,элитка,кирпичный,Добавлено 3 года назад,евроремонт,https://www.house.kg/details/4793335f896ed8e4d1f4-26541312
"1-комн. кв., 55 м2",от агента,60 735 сом/мес.,1525,11,"Бишкек, Военторг, Сыдыкова/Коенкозова","Жилой дом ""Арбат""",12 этаж из 14,полностью меблирована,элитка,"монолитный, 2021 г.",Добавлено 5 месяцев назад,евроремонт,https://www.house.kg/details/48000765043811dbe248-38994468
"2-комн. кв., 77 м2",от агента,48 588 сом,504,3,"Бишкек, Парк Ататюрк, Токтоналиева, 86",,12 этаж из 12,,индивид. планировка,"кирпичный, 2016 г.",Добавлено 17 дней назад,,https://www.house.kg/details/707722265b2f757e7a217-68978427
"2-комн. кв., 100 м2",от агента,112 793 сом/мес.,1489,3,"Бишкек, 8 м-н, Жукеева-Пудовкина 87/2/Магистраль",Фантазия,7 этаж из 15,полностью меблирована,элитка,"монолитный, 2016 г.",Добавлено 5 месяцев назад,евроремонт,https://www.house.kg/details/814721464fc473d0d46a0-23600107
"2-комн. кв., 90 м2",от агента,78 087 сом/мес.,1088,,"Бишкек, Военторг, Токтогула 140/Исанова","Жилой дом ""Олимп""",9 этаж из 12,полностью меблирована,элитка,"монолитный, 2014 г.",Добавлено 5 месяцев назад,евроремонт,https://www.house.kg/details/938731864fc0f7e567697-26203393
"4-комн. кв., 125 м2",от агента,86 764 сом,477,1,"Бишкек, Магистраль, Токомбаева, 29",,2 этаж из 12,,индивид. планировка,"кирпичный, 2021 г.",Добавлено 17 дней назад,,https://www.house.kg/details/542678165b2f743751985-46695060
"3-комн. кв., 65 м2",от агента,43 382 сом,607,,"Бишкек, Городок энергетиков, Квартал Городок строителей, 11",,9 этаж из 9,,106 серия,"панельный, 1989 г.",Добавлено 17 дней назад,,https://www.house.kg/details/231980465b2f7355e7272-17535579
"2-комн. кв., 70 м2",от агента,69 411 сом/мес.,1032,1,"Бишкек, Сквер Тоголок Молдо, Московская 147",Московская 147,7 этаж из 9,полностью меблирована,элитка,"монолитный, 2011 г.",Добавлено 5 месяцев назад,хорошее,https://www.house.kg/details/428705764f87dce02dd94-57426346
"4-комн. кв., 145 м2",от агента,147 498 сом/мес.,1039,1,"Бишкек, 7 м-н, Токомбаева 53/2/Сухобатора",7 Небо,11 этаж из 12,полностью меблирована,элитка,"монолитный, 2015 г.",Добавлено 5 месяцев назад,евроремонт,https://www.house.kg/details/353794864f84ffadb8a67-97848109
"2-комн. кв., 60 м2",от агента,78 087 сом,536,,"Бишкек, Дордой Плаза, Ибраимова, 115",,8 этаж из 13,,индивид. планировка,"кирпичный, 2020 г.",Добавлено 17 дней назад,,https://www.house.kg/details/502860865b2f7273dd8b7-72861211
"2-комн. кв., 56 м2",от агента,56 396 сом,606,1,"Бишкек, Нижний Токольдош, Кийизбаева, 33",,9 этаж из 12,,индивид. планировка,"монолитный, 2022 г.",Добавлено 17 дней назад,,https://www.house.kg/details/299731965b2f71b66a496-70322709
"3-комн. кв., 106 м2",от агента,104 116 сом,891,,"Бишкек, Сквер Тоголок Молдо, Чуйкова, 132",,3 этаж из 10,,индивид. планировка,"монолитный, 2019 г.",Добавлено 17 дней назад,,https://www.house.kg/details/968631265b2f7044c16d3-21862304
"3-комн. кв., 140 м2",от агента,130 145 сом/мес.,956,1,"Бишкек, Дворец спорта, Исанова 119/Рыскулова",Орион,8 этаж из 13,полностью меблирована,элитка,"монолитный, 2018 г.",Добавлено 5 месяцев назад,евроремонт,https://www.house.kg/details/386884164f809998f01c3-08467832
"2-комн. кв., 70 м2",от агента,69 411 сом/мес.,1043,,"Бишкек, Сквер Тоголок Молдо, Исанова 33/Московская",Ул. Исанова 33,7 этаж из 15,полностью меблирована,элитка,"кирпичный, 2017 г.",Добавлено 5 месяцев назад,хорошее,https://www.house.kg/details/580596964f1627884ee71-95368921
"2-комн. кв., 88 м2",от агента,78 087 сом/мес.,1322,1,"Бишкек, Военторг, Токтогула 140/Исанова","Жилой дом ""Олимп""",5 этаж из 12,полностью меблирована,элитка,"монолитный, 2014 г.",Добавлено 11 месяцев назад,евроремонт,https://www.house.kg/details/51096886429497b7debb7-49401767
"2-комн. кв., 90 м2",от агента,121 469 сом/мес.,1595,5,"Бишкек, ЖД вокзал, Чуйкова 94/Орозбекова","Жилой дом ""Гранвиль""",10 этаж из 14,полностью меблирована,элитка,"монолитный, 2020 г.",Добавлено 11 месяцев назад,евроремонт,https://www.house.kg/details/282649640eebd494adb4-49793317
"4-комн. кв., 110 м2",от агента,86 764 сом/мес.,1495,6,"Бишкек, ЖД вокзал, Раззакова 9/Бокомбаева",,2 этаж из 3,полностью меблирована,индивид. планировка,"кирпичный, 2000 г.",Добавлено 6 месяцев назад,евроремонт,https://www.house.kg/details/115178364eafc57140000-26119755
"4-комн. кв., 237 м2",от агента,216 909 сом/мес.,1051,1,"Бишкек, Золотой квадрат, Орозбекова 26/Московская",,8 этаж из 9,полностью меблирована,элитка,"кирпичный, 2009 г.",Добавлено 6 месяцев назад,евроремонт,https://www.house.kg/details/221604264e5ac5aeb4734-78473420
"2-комн. кв., 60 м2",от агента,4 000 сом/сутки,3680,2,Бишкек,,7 этаж из 9,полностью меблирована,элитка,кирпичный,Добавлено 4 года назад,евроремонт,https://www.house.kg/details/93193765e945aa07640b7-06049578
"3-комн. кв., 130 м2",от агента,112 793 сом/мес.,1053,1,"Бишкек, Золотой квадрат, Раззакова 15/Бокомбаева",,9 этаж из 12,полностью меблирована,элитка,"кирпичный, 2017 г.",Добавлено 6 месяцев назад,евроремонт,https://www.house.kg/details/721873464e4c111cc1416-61156498
